invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-39754600024,9/1/2021,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,4.99,7.49,2,14.98,0.75,0.19
INV-42249200018,11/22/2021,3647,Wal-Mart 2889 / Clinton,2715 South 25th St,Clinton,52732,POINT (-90.245005 41.818874),23,CLINTON,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-35388200007,3/29/2021,5846,Rockingham Liquor - Davenport,2423 Rockingham Road,Davenport,52802,POINT (-90.613625 41.514051),82,SCOTT,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-35117900082,3/18/2021,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-41471500005,10/29/2021,6140,Royal Food & Liquor / Des Moines,1443 2nd Ave,Des Moines,50314,POINT (-93.619783 41.605229),77,POLK,1012100,Canadian Whiskies,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,8,12,3,36,2.25,0.59
INV-33007300004,12/26/2020,4313,Fareway Stores #940 / Atlantic,301 Poplar St,Atlantic,50022,POINT (-95.014379 41.407927),15,CASS,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,171,10.5,2.77
INV-34142900006,2/9/2021,4285,Fareway Stores #922 / New Hampton,102 S Water Ave,New Hampton,50659,POINT (-92.312904 43.058019),19,CHICKASAW,1022100,Mixto Tequila,434,LUXCO INC,89386,Juarez Gold,12,750,7.5,11.25,2,22.5,1.5,0.39
INV-34966000017,3/12/2021,5425,Spirits Liquor,109 E 1st St. # B,Grimes,50111,POINT (-93.793827 41.68840000000001),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,50,9.06,13.59,12,163.08,0.6,0.15
INV-35146100046,3/19/2021,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton Rye 4YR,6,750,18.09,27.14,6,162.84,4.5,1.18
INV-37564800005,6/16/2021,4021,Wal-Mart 0985 / Fairfield,2701 W Burlington Ave,Fairfield,52556,POINT (-91.993721 41.006375),51,JEFFERSON,1031100,American Vodkas,255,Infinium Spirits,37888,Seagrams Extra Smooth Vodka,6,1750,10,15,18,270,31.5,8.32
INV-36219600083,4/29/2021,4004,Wal-Mart 4256 / Ames,534 S Duff Ave,Ames,50010,POINT (-93.610343 42.017115),85,STORY,1012100,Canadian Whiskies,259,Heaven Hill Brands,10548,Black Velvet Toasted Caramel,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-41548600017,11/1/2021,5708,Brothers Market,103 W. Walnut,Williamsburg,52361,POINT (-91.831646 41.881618),48,IOWA,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,8828,Lauders,6,1750,11.18,16.77,6,85.5,10.5,2.77
INV-36522900075,5/11/2021,6148,Beer on Floyd / Sioux City,3132 Floyd Blvd,Sioux City,51108,POINT (-96.372185 42.531448000000005),97,WOODBURY,1071100,Cocktails /RTD,395,PROXIMO,58836,Jose Cuervo Authentic Lime Margarita,12,750,4.62,6.93,4,27.72,3,0.79
INV-32957500012,12/23/2020,3949,Wal-Mart 0751 / Pella,1650 Washington St,Pella,50219,POINT (-92.933676 41.410379),63,MARION,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,9.99,14.99,12,179.88,9,2.37
INV-42180800063,11/19/2021,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 Boyson Rd NE,Cedar Rapids,52402,POINT (-91.639265 42.046111),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-39228300006,8/16/2021,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315,,77,POLK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49186,Remy Martin VSOP,12,750,24.98,37.47,12,449.64,9,2.37
INV-36428700004,5/7/2021,4800,Walgreens #07968 / Des Moines,6200 SE 14th St,Des Moines,50320,POINT (-93.596871 41.528203),77,POLK,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34456,Ketel One,12,750,11.33,17,12,204,9,2.37
INV-39048700012,8/9/2021,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton Rye 4YR,6,750,18.09,27.14,6,162.84,4.5,1.18
INV-36769300012,5/19/2021,5287,Yesway Store # 1029/ Clarion,300 Central Ave W,Clarion,50525,POINT (-93.73592500000001 42.731643),99,WRIGHT,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced PET,12,750,6,9,12,108,9,2.37
INV-41143500024,10/19/2021,5870,Keystone Liquor,517 2nd St,Coralville,52241,POINT (-91.574095 41.671543),52,JOHNSON,1051100,American Brandies,421,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,24,115.92,9,2.37
INV-32782600028,12/16/2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,24,258.24,42,11.09
INV-34826100026,3/8/2021,4950,Kum & Go #514 / Cedar Rapids,1420 Mt Vernon Rd,Cedar Rapids,52403,POINT (-91.651424 41.97769),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,6,42.78,2.25,0.59
INV-36476400012,5/10/2021,4700,J & C Grocery / Allison,"306, N Main",Allison,50602,POINT (-92.795137 42.753203),12,BUTLER,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27469,Bird Dog Blackberry Mini,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-40950400008,10/13/2021,4522,Casey's General Store #2523 / Monroe,201 Ralph St,Monroe,50170,POINT (-93.099657 41.509806),50,JASPER,1081200,Cream Liqueurs,205,E & J Gallo Winery,73055,RumChata,12,750,13.5,20.25,4,81,3,0.79
INV-36259300004,4/30/2021,5726,Ehlinger's Vinton Express,310 K Avenue South,Vinton,52349,POINT (-92.037532 42.168297),6,BENTON,1062200,White Rum,35,BACARDI USA INC,43127,Bacardi Superior,12,1000,9.5,14.25,1,14.25,1,0.26
INV-40557500005,9/30/2021,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1031100,American Vodkas,260,DIAGEO AMERICAS,77902,Smirnoff Peppermint Twist Mini,12,50,7.47,11.21,1,11.21,0.05,0.01
INV-41157500015,10/20/2021,6148,Beer on Floyd / Sioux City,3132 Floyd Blvd,Sioux City,51108,POINT (-96.372185 42.531448000000005),97,WOODBURY,1081400,American Schnapps,65,Jim Beam Brands,82847,Dekuyper Luscious Peachtree,12,1000,7.87,11.81,12,141.72,12,3.17
INV-35728400038,4/12/2021,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1071100,Cocktails /RTD,395,PROXIMO,58886,Jose Cuervo Authentic Light White Peach Margarita,6,1750,8.74,13.11,42,550.62,73.5,19.41
INV-37605500058,6/17/2021,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1012100,Canadian Whiskies,259,Heaven Hill Brands,11773,Black Velvet,48,200,1.56,2.34,48,112.32,9.6,2.53
INV-36876800067,5/24/2021,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1011600,Straight Rye Whiskies,255,Infinium Spirits,26463,Templeton Rye Caribbean Rum Barrel Finish,6,750,22.5,33.75,6,202.5,4.5,1.18
INV-39054000036,8/9/2021,3647,Wal-Mart 2889 / Clinton,2715 South 25th St,Clinton,52732,POINT (-90.245005 41.818874),23,CLINTON,1051100,American Brandies,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,12,18,6,108,10.5,2.77
INV-41201200053,10/20/2021,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,24,326.16,18,4.75
INV-33571200045,1/19/2021,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Black,12,750,8,12,12,144,9,2.37
INV-39590500009,8/27/2021,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25607,Seagrams 7 Crown,12,1000,8,12,12,144,12,3.17
INV-37656100001,6/21/2021,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1032100,Imported Vodkas,35,BACARDI USA INC,34359,Grey Goose,12,200,4.67,7.01,120,841.2,24,6.34
INV-38087400061,7/6/2021,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1011600,Straight Rye Whiskies,626,JDSO INC / Red Boot Distillery,26496,Burn the Boats Rye Whiskey,6,750,17.5,26.25,6,157.5,4.5,1.18
INV-37508600029,6/15/2021,5592,Hubers Store,101 Main St,Fort Atkinson,52144,POINT (-91.932448 43.14339),96,WINNESHIEK,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,6,114.06,6,1.58
INV-35887500013,4/16/2021,5602,Casey's General Store #2585 / Dyersville,1402 9th St SE,Dyersville,52040,POINT (-91.114268 42.47357),31,DUBUQUE,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35316,Barton Vodka,12,750,3.37,5.06,12,60.72,9,2.37
INV-32855500001,12/18/2020,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1011600,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,903803,HA Thomas Handy Rye 2020,3,750,50,75,1,75,0.75,0.19
INV-38669500021,7/26/2021,3650,"Spirits, Stogies and Stuff",118 South Main St.,Holstein,51025,POINT (-95.544794 42.488704),47,IDA,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-40258200096,9/21/2021,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1051100,American Brandies,259,Heaven Hill Brands,56006,Christian Bros Peach,12,750,6,9,3,27,2.25,0.59
INV-32605500002,12/10/2020,2652,Hy-Vee DrugStore / Mason City,875  4th St SW,Mason City,50401,POINT (-93.213856 43.148257),17,CERRO GORD,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,101180,99 Fruits 10PK,12,50,4.3,6.45,24,180,1.2,0.31
INV-34842800010,3/8/2021,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1011500,Bottled in Bond Bourbon,619,Campari America,22199,Wild Turkey Rare Breed,6,750,25,37.5,6,225,4.5,1.18
INV-40693100020,10/5/2021,5856,Station Mart #1 - Evansdale,3594 Lafayette Road,Evansdale,50707,POINT (-92.287994 42.47724500000001),7,BLACK HAWK,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,6,9,24,216,9,2.37
INV-39801600097,9/3/2021,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302,,57,LINN,1062500,Flavored Rum,305,Mhw LTD,80024,Blue Chair Bay Banana Rum Cream,12,750,10.49,15.74,6,94.44,4.5,1.18
INV-34757800015,3/4/2021,3769,Wal-Mart 0753 / Cedar Fall,525 Brandilynn Blvd,Cedar Falls,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,12,135,9,2.37
INV-33524500042,1/18/2021,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1022200,100% Agave Tequila,330,Gemini Spirits,89496,Margaritaville Gold Tequila,12,750,7.51,11.27,24,200.88,18,4.75
INV-38889800033,8/3/2021,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77848,Smirnoff Vanilla,12,1000,9.25,13.88,12,166.56,12,3.17
INV-38889100026,8/3/2021,2672,Hy-Vee / Winterset,923 N  1st St,Winterset,50273,POINT (-94.013482 41.342665),61,MADISON,1041100,American Dry Gins,65,Jim Beam Brands,30238,Gilbeys Gin,6,1750,10.49,15.74,6,94.44,10.5,2.77
INV-35408400016,3/30/2021,5481,Tobacco Outlet & Liquor,1545 1st Ave SE,Cedar Rapids,52402,POINT (-91.650633 41.989033),57,LINN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35944,Fleischmanns 80prf Vodka,24,375,1.74,2.61,72,187.92,27,7.13
INV-37801300008,6/25/2021,4577,Casey's General Store #2551 / Woodward,"906, S Main St",Woodward,50276,POINT (-93.9222 41.848949),25,DALLAS,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65251,Jagermeister Liqueur Mini,5,50,29.53,44.3,1,44.3,0.05,0.01
INV-36148000004,4/27/2021,3879,Target Store T-1800 / Sioux City,5775 Sunnybrook Dr,Sioux City,51106,POINT (-96.332446 42.448939),97,WOODBURY,1032100,Imported Vodkas,240,William Grant & Sons Inc,34753,Reyka Vodka,6,750,10.97,16.46,6,98.76,4.5,1.18
INV-34397200007,2/17/2021,5264,Casey's General Store # 2177/Mitchel,"309, Center Ave",Mitchellville,50169,POINT (-93.358095 41.663434),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,12,134.52,21,5.54
INV-42298700007,11/23/2021,5609,Casey's General Store #2682 / Oelwein,105 1st Ave SE,Oelwein,50662,POINT (-91.911999 42.676653),33,FAYETTE,1012400,Irish Whiskies,370,PERNOD RICARD USA,15621,Jameson Mini,12,50,9.9,14.85,6,89.1,0.3,0.07
INV-35306100008,3/25/2021,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1012400,Irish Whiskies,240,William Grant & Sons Inc,15940,Tullamore Dew Irish Whisky,12,750,15,22.5,120,2700,90,23.77
INV-33838100009,1/27/2021,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-38146000006,7/7/2021,4098,Wal-Mart 1475 / Washington,2485 Hwy 92,Washington,52353,POINT (-91.660194 41.296202),92,WASHINGTON,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9,2.37
INV-40106900108,9/15/2021,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57279,Chi-Chi's Pink Lemonade Margarita,6,1750,5.75,8.63,6,58.5,10.5,2.77
INV-41222100055,10/21/2021,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,24,171.12,9,2.37
INV-35589600103,4/6/2021,4152,Food Land Super Markets,407 W Huron,Missouri Valley,51555,POINT (-95.899346 41.557404),43,HARRISON,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,6,9,2,21.34,3.5,0.92
INV-37072600044,6/1/2021,5116,New Star Mart  /  Newton,"702, 1st Ave E",Newton,50702,POINT (-93.04551500000001 41.69943),94,Webster,1031200,American Flavored Vodka,205,E & J Gallo Winery,39492,New Amsterdam Pink Whitney,12,750,7.5,11.25,3,33.75,2.25,0.59
INV-38099100033,7/6/2021,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537,POINT (-95.339881 41.650658),83,SHELBY,1011100,Blended Whiskies,300,McCormick Distilling Co.,24728,Mccormick Blend Whiskey PET,6,1750,8.2,12.3,6,73.8,10.5,2.77
INV-40431700004,9/27/2021,4852,Kum & Go #520 / Cedar Rapids,2604 16th Ave,Cedar Rapids,52404,POINT (-91.707034 41.963064),57,LINN,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-32574500020,12/9/2020,5144,Sam's Club 6979 / Ankeny,4625 SE Delaware Ave,Ankeny,50021,POINT (-93.581273 41.691),77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut Rum,6,1750,17.49,26.24,120,3058.8,210,55.47
INV-40391900001,9/24/2021,5245,Best Trip,"1516, SE  1st St",Des Moines,50315,POINT (-93.613469 41.57592900000001),77,POLK,1022200,100% Agave Tequila,395,PROXIMO,87510,1800 Silver,12,750,15.98,23.97,4,95.88,3,0.79
INV-40412400033,9/24/2021,5434,"MK Minimart, Inc",101 E Mt. Pleasant Street,West Burlington,52655,POINT (-91.156304 40.826019),29,DES MOINES,1041100,American Dry Gins,370,PERNOD RICARD USA,32235,Seagrams Extra Dry Gin PET,12,750,6.99,10.49,2,20.98,1.5,0.39
INV-37747300009,6/23/2021,4194,Fareway Stores #848 / Newton,120 N 3rd Ave E,Newton,50208,POINT (-93.052657 41.701453),50,JASPER,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut,12,750,7.99,11.99,12,143.88,9,2.37
INV-41979100018,11/15/2021,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321,POINT (-93.64494300000001 41.542748),77,POLK,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21,5.54
INV-34928500013,3/11/2021,3949,Wal-Mart 0751 / Pella,1650 Washington St,Pella,50219,POINT (-92.933676 41.410379),63,MARION,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,36648,Caliber Vodka,12,750,3.31,4.97,24,119.28,18,4.75
INV-35338300007,3/26/2021,4140,Fareway Stores #900 / Euclid,100 Euclid Ave,Des Moines,50313,POINT (-93.618724 41.627684),77,POLK,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57168,Chi-Chi's Chocolate Malt,6,1750,6.5,9.75,6,49.5,10.5,2.77
INV-34280600127,2/15/2021,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1062200,White Rum,626,JDSO INC / Red Boot Distillery,72504,Blue Ox Silver Rum,12,1000,4.46,6.69,24,160.56,24,6.34
INV-41246700040,10/22/2021,4320,Fareway Stores #470 / Perry,1315 Willis Ave,Perry,50220,,25,DALLAS,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,10008,Scoresby Rare Scotch,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-38090900089,7/6/2021,5645,Phillips 66 / Grinnell,1031 West St,Grinnell,50112,POINT (-92.727379 41.745903),79,POWESHIEK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,50,7.92,11.88,1,11.88,0.05,0.01
INV-39530100096,8/25/2021,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,,85,STORY,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38086,Platinum 7x Vodka PET,12,750,5,7.5,12,90,9,2.37
INV-38314000049,7/14/2021,6173,Mini-Mart / Independence,709 1st Street West,Independence,50644,POINT (-91.901687 42.468633),10,BUCHANAN,1022100,Mixto Tequila,395,PROXIMO,89191,Jose Cuervo Especial Reposado Mini,12,50,11.5,17.25,2,34.5,0.1,0.02
INV-33961200010,2/2/2021,4524,Casey's General Store #1139 / Nora Springs,14 E Congress,Nora Springs,50458,POINT (-93.005225 43.142731),34,FLOYD,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,2,77.4,0.1,0.02
INV-41995100014,11/15/2021,2597,Hy-Vee Food Store / Cherokee,1300 N. Second,Cherokee,51012,POINT (-95.552585 42.765259),18,CHEROKEE,1031100,American Vodkas,380,Phillips Beverage,37665,Row Vodka,6,1750,12.22,18.33,6,109.98,10.5,2.77
INV-39816000013,9/3/2021,2669,Hy-Vee / Corydon,"105, E Jackson St",Corydon,50060,POINT (-93.317462 40.758432),93,WAYNE,1031100,American Vodkas,229,DEHNER DISTILLERY,37259,Gotcha Vodka,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-34948500028,3/11/2021,3456,Quick Shop / Clear Lake,904 N 8th St,ClearLake,50428,POINT (-93.378772 43.142868),17,CERRO GORD,1062200,White Rum,434,LUXCO INC,45277,Paramount White Rum,12,1000,4.42,6.63,12,79.56,12,3.17
INV-33825700093,1/27/2021,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84170,99 Bananas,12,750,7.5,11.25,3,33.75,2.25,0.59
INV-38738400068,7/28/2021,2675,Hy-Vee #2 / Coralville,3285 Crosspark Rd,Coralville,52241,POINT (-91.60627100000002 41.721438),52,JOHNSON,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65200,Tequila Rose Liqueur,12,750,11.5,17.25,2,34.5,1.5,0.39
INV-38317200008,7/14/2021,5616,Casey's General Store #2623 / Fairbank,103 24th St,Fairbank,50629,,10,BUCHANAN,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-38732800063,7/28/2021,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1081200,Cream Liqueurs,205,E & J Gallo Winery,73055,RumChata,12,750,13.5,20.25,12,243,9,2.37
INV-41644900072,11/4/2021,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,100423,Fireball Cinnamon Whiskey 100ml Carrier,8,100,6,9,16,144,1.6,0.42
INV-33805400008,1/26/2021,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52,JOHNSON,1012200,Scotch Whiskies,55,SAZERAC NORTH AMERICA,8208,House of Stuart,6,1750,10.52,15.78,6,94.68,10.5,2.77
INV-33140600012,12/31/2020,4140,Fareway Stores #900 / Euclid,100 Euclid Ave,Des Moines,50313,POINT (-93.618724 41.627684),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,12,117,9,2.37
INV-33226900001,1/5/2021,5458,R&L Foods,213 Main St.,Doon,51235,POINT (-96.234214 43.279316),60,LYON,1700000,Temporary &  Specialty Packages,260,DIAGEO AMERICAS,101217,Captain Morgan OSR PET 6/1.75l  w/ 50ml CM Sliced Apple,6,1750,18,27,12,324,21,5.54
INV-39321000051,8/18/2021,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1011400,Tennessee Whiskies,346,OLE SMOKY DISTILLERY LLC,86987,Ole Smoky Salty Watermelon Whiskey,6,750,10,15,6,90,4.5,1.18
INV-41635800014,11/4/2021,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,,77,POLK,1032100,Imported Vodkas,35,BACARDI USA INC,34422,Grey Goose,6,1000,19,28.5,30,855,30,7.92
INV-40794100052,10/8/2021,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302,,57,LINN,1022300,Mezcal,370,PERNOD RICARD USA,89221,Del Maguey Mezcal Vida,6,750,19.48,29.22,6,175.32,4.5,1.18
INV-38135500052,7/7/2021,6187,Mill Creek Liquors / Paullina,132 North Main Street,Paullina,51046,POINT (-95.687686 42.979946),71,OBRIEN,1062500,Flavored Rum,370,PERNOD RICARD USA,42718,Malibu Coconut,6,1750,17.49,26.24,12,314.88,21,5.54
INV-38709000004,7/27/2021,4277,Cork It!,769 Prospect St SW,Le Mars,51031,POINT (-96.178219 42.776296),75,PLYMOUTH,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,65061,Goldschlager Cinnamon Schnapps Mini,10,50,6,9,1,9,0.05,0.01
INV-39218600036,8/13/2021,3712,Monte Spirits,109 N 4th St,Montezuma,50171,POINT (-92.523692 41.585429),79,POWESHIEK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,4,70.52,4,1.05
INV-32817500001,12/17/2020,4668,Clear Lake Payless Foods,20 South 4th St,ClearLake,50428,POINT (-93.380368 43.135941),17,CERRO GORD,1011600,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,903803,HA Thomas Handy Rye 2020,3,750,50,75,1,75,0.75,0.19
