Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Les Doux Ragots","La Gleize 44, La Gleize, 4987, Belgium","La Gleize, Belgium","€€","Seasonal Cuisine, Country cooking",5.8478366,50.4109819,+3280511269,https://guide.michelin.com/en/liege/la-gleize/restaurant/les-doux-ragots,https://lesdouxragots.com/,"Selected Restaurants",0,"Car park,Great view,Terrace","Pause near the pig’s meadow to admire this half-timbered house. The interior is pleasant and snug and the terrace overlooking the valley is stellar! The chef has adopted a bistronomic approach, using top-quality regional ingredients. She specialises in smoky flavours, which enhance her delicate cuisine."
"Eddy Vraie","route de Namur 64, Wanfercée-Baulet, 6224, Belgium","Wanfercée-Baulet, Belgium","€€","Classic Cuisine",4.5815162,50.4614326,+3271814894,https://guide.michelin.com/en/hainaut/wanferce-baulet/restaurant/eddy-vraie,https://www.eddyvraie.be/,"Selected Restaurants",0,"Air conditioning","Chef Eddy’s last name (True) is emblematic of his powerful, authentic cooking. No pointless frills or fuss. Generous helpings of good wholesome food await the hungry diner."
"La Barrière de Transinne","rue de la Barrière 4, Transinne, 6890, Belgium","Transinne, Belgium","€€","Modern French",5.199001,50.0113849,+3261655037,https://guide.michelin.com/en/be-luxembourg/transinne/restaurant/la-barriere-de-transinne,https://www.barrieredetransinne.be/,"Selected Restaurants",0,"Car park,Terrace,Wheelchair access","There is no question as to the rich heritage of the Barrière de Transinne, but rather than the ubiquitous olde worlde clichés, this former hunting lodge is a picture of modernity and Ardennes hospitality. Enticing gastronomic nosh is served à la carte and in set menus (named after the owners’ sons). A fervent upholder of Gallic culinary traditions, the Barrière respects its region and the seasons."
"De Kruidenmolen","Dorpsstraat 1, Klemskerke, 8420, Belgium","Klemskerke, Belgium","€€",Contemporary,3.0272932,51.2395396,+3259235178,https://guide.michelin.com/en/west-vlaanderen/klemskerke/restaurant/de-kruidenmolen,https://www.kruidenmolen.be/,"Selected Restaurants",0,"Car park,Great view,Terrace,Wheelchair access","Ostend-style shrimp fritters, rabbit stew in stout beer, a German jam doughnut filled with rosemary flavoured crème patissière: such are a few of the culinary gems that explain the success of this tastefully restored former miller’s house in the heart of the unspoiled polder countryside. Ask for a table on the terrace sheltered by panes of glass and admire the landscape. A fan of humble, often overlooked ingredients, the chef has no lack of creativity and his enticing menu appeals to all foodies. The establishment’s continuing popularity is borne out by the lively, bustling vibe that inevitably sets the scene at mealtimes."
"Bistro Mathilda","Leopold II-laan 1, Oostende, 8400, Belgium","Oostende, Belgium","€€€","Farm to table",2.9145864,51.2298838,+3259510670,https://guide.michelin.com/en/west-vlaanderen/oostende/restaurant/bistro-mathilda,https://www.bistromathilda.be/,"Selected Restaurants",0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","This modern bistro is much more than a pleasant trendy interior. The chef’s influences are wide ranging with a focus on first class ingredients. Bistro Mathilda brings the promise of a fine meal!"
"Table Rase","Avenue René Lange 18, Polleur, 4910, Belgium","Polleur, Belgium","€€","Modern French",5.898063,50.5575487,+3287220522,https://guide.michelin.com/en/liege/polleur/restaurant/table-rase,https://www.table-rase.be,"Selected Restaurants",0,"","Ludovic and Clarisse tick all the boxes when it comes to good food, starting with the eater-friendly prices of their welcoming eatery. Chef Ludovic enjoys shining the spotlight on his region, as he jazzes up immaculately crafted dishes with acidic, savoury or other subtle touches. He cleverly mixes smoked eel, foie gras and red beetroot in a punchy celery and wasabi jus. A “clean slate” for a fresh beginning with the distinctive signature of a veteran chef."
"La Manufacture","5 Rue des Mérovingiens, Bertrange, 8070, Luxembourg","Bertrange, Luxembourg","€€€","Fusion, Mediterranean Cuisine",6.0762544,49.6104433,+352263993,https://guide.michelin.com/en/luxembourg/bertrange/restaurant/la-manufacture,https://lamanufacture.lu/,"Selected Restaurants",0,"Car park,Terrace","This sprawling, industrial-inspired restaurant with a central, open-plan kitchen and a disco mirror ball amusingly hanging over the stoves lies behind the grocery store. Trendy and fashionable is the name of the game as the chefs’ open-minded, no-holds barred approach to Mediterranean fusion cuisine illustrates: creativity, top quality ingredients and consummate technique."
"Magnà","Chaussée de Bruxelles 528, Waterloo, 1410, Belgium","Waterloo, Belgium","€€",Italian,4.4020514,50.7015513,+3223549454,https://guide.michelin.com/en/brabant-wallon/waterloo/restaurant/magna,https://magnawaterloo.be/,"Selected Restaurants",0,"Air conditioning,Terrace","“Magnà!” is what Steven Mirelli’s grandmother used to shout to summon the family at mealtimes. No need to shout now, as the eatery is packed with fans of its authentic Italian cucina. From the subtle hint of lemon peel in the osso bucco to the big-boned aromas of pasta alla carbonara, the ingredients are first-rate, the flavours authentic and familiar and the generosity second to none at Magnà!"
"Il Trionfo","P. Parmentierlaan 203, Knokke, 8300, Belgium","Knokke, Belgium","€€€",Italian,3.2861474,51.3488484,+3250604080,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/il-trionfo,https://iltrionfo.be/,"Selected Restaurants",0,"Air conditioning,Interesting wine list","Il Trionfo is both an elegant restaurant and a family story. The father and daughter-in-law preside front-of-house, and their enthusiasm is infectious. He also has some fantastic wine recommendations up his sleeve. Upon entering the restaurant, you will catch a glimpse of the mother and son at work in the kitchen. You can opt for the more creative set menu or order à la carte from a selection of traditional robust Mediterranean classics like vitello tonnato and spaghetti vongole. Don't miss the osso buco – the meat is unbelievably tender, and that typically rich tomato sauce is simply divine. The quintessence of Italian generosity!"
"Le D'Arville","rue d'Arville 94, Wierde, 5100, Belgium","Wierde, Belgium","€€€","Modern Cuisine",4.9585107,50.412418,+3281462365,https://guide.michelin.com/en/namur/wierde/restaurant/le-d-arville,https://www.ledarville.be/,"Selected Restaurants",0,"Car park,Restaurant offering vegetarian menus,Terrace","This inviting redbrick, 19C farmhouse features a clever mixture of rustic and modern, while its terrace, furnished with wooden tables, commands a fine view of the countryside. The creative cuisine is depicted by regional recipes and a large proportion of house - made preparations. The Barabas guest rooms offer modern comforts."
"La Ligne Rouge","Terhulpsesteenweg 2, Hoeilaart, 1560, Belgium","Hoeilaart, Belgium","€€€","Modern French",4.4488785,50.7651432,+3223850531,https://guide.michelin.com/en/vlaams-gewest/hoeilaart_1062600/restaurant/la-ligne-rouge,http://lalignerouge.be/,"Selected Restaurants",0,"Car park,Terrace,Valet parking","This stylish contemporary eatery depicted by crisp clean lines is the epitome of tranquil. On the edge of Soignes Forest, get ready to be pampered by a friendly waiting team. Guillaume Desart himself describes his style as “nouvelle classical cuisine”. Indeed, his passion for top-drawer ingredients and his flair for sauces are indicative of a desire to uphold tradition, albeit scattered with playful notes, such as crispy calf sweetbread flanked by a velvety béarnaise with nasturtium-flavoured vinegar."
"Château du Mylord","Rue Saint-Mortier 35, Ellezelles, 7890, Belgium","Ellezelles, Belgium","€€€€",Contemporary,3.6726257,50.7297077,+3268542602,https://guide.michelin.com/en/hainaut/ellezelles/restaurant/chateau-du-mylord-1212673,https://mylord.be,"Selected Restaurants",0,"Car park,Garden or park,Interesting wine list,Terrace","Martin and Nuria Simonart have breathed a new lease of life into this English-looking manor house (1861), a landmark for foodies for many years. Rich in period charm, you can expect a log-burning fire to greet you in winter. The food is high-flying, with a quest for perfection that occasionally borders on daring. Cream of Jerusalem artichoke with coffee-flavoured mushrooms and scallops, all of which jazzed up by a tangy mandarin jelly. Delicacy is what best defines this establishment."
Agnes,"Processiestraat 3, Sint-Martens-Bodegem, 1700, Belgium","Sint-Martens-Bodegem, Belgium","€€",Sharing,4.2149344,50.8621519,+3228807431,https://guide.michelin.com/en/vlaams-brabant/sint-martens-bodegem/restaurant/agnes-1207215,https://agnes.thomaslocus.be/,"Selected Restaurants",0,"Interesting wine list,Terrace","The restoration of this former presbytery in the picturesque lanes around Sint-Martens-Bodegem Church has preserved the edifice’s authentic character, oozing in subtle charm. Diners are invited to choose from a range of amusing and unusual dishes to share, such as open sushi of river eel, Szechuan pepper and wasabi and sesame seed mayonnaise or traditional sweetbread and mushroom vol-au-vent. The intelligently curated wine list and insightful tips from the sommelier add the final flourish."
Robuust,"Wortegemseweg 115, Waregem, 8790, Belgium","Waregem, Belgium","€€","Modern French, French",3.4523694,50.8733046,+3256616474,https://guide.michelin.com/en/west-vlaanderen/waregem/restaurant/robuust,https://www.restaurantrobuust.be/,"Selected Restaurants",0,"Air conditioning,Car park,Terrace","The contemporary elegance of this delightful villa is more than worthy of a home decoration magazine. Even better, it is flanked by a lovely patio and boasts a small conservatory to the rear. The chef focuses on flavours which he crafts into his own versions of traditional recipes such as classic eels in green herbs and vol-au-vent. High-flying, inspired craftsmanship and lashings of flavour illustrate that Robuust is far from averse to showcasing its delicate facet."
"La Baita","Kloosterstraat 23, Neerpelt, 3910, Belgium","Neerpelt, Belgium","€€","Italian Contemporary",5.4336964,51.2298674,+32467016202,https://guide.michelin.com/en/vlaams-gewest/neerpelt_1062822/restaurant/la-baita-1206327,https://www.ristorantelabaita.be/,"Selected Restaurants",0,"","Authentic aromas and flavours of linguine alla Genovese, thickly cut wagyu picanha, grilled rare or a modern take on cannoli: this enchanting restaurant celebrates all the facets of Italian cuisine. Chef Sandro gets a kick out of mixing techniques and textures, adding his own distinctive hallmark to each dish, whilst remaining true to his homeland’s culinary roots – the chef hails from Marche."
RAS,"Ernest Van Dijckkaai 37, Antwerpen, 2000, Belgium","Antwerpen, Belgium","€€€","Modern Cuisine",4.3942809,51.2191025,+3232341275,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/ras,https://www.ras.today/,"Selected Restaurants",0,"Air conditioning,Great view,Terrace,Wheelchair access","The view of the Scheldt River and the docks makes this restaurant's terrace one of the finest in Antwerp! Thanks to all the windows, the water feels omnipresent, even if you are seated inside. Charcoal sketches by Rinus Van de Velde lend an arty feel to the sleek interior. The extensive menu is dominated by traditional favourites. The fried sole is an obvious classic, but for something truly special, try the crispy veal sweetbreads in a brown stock and port sauce. The generous portions certainly go down well. And for those in a hurry, a quick lunch is always available, too."
Ember,"Caputsteenstraat 51a, Mechelen, 2800, Belgium","Mechelen, Belgium","€€€","Contemporary, Barbecue",4.4895309,51.0343163,+32472031184,https://guide.michelin.com/en/antwerpen/mechelen/restaurant/ember-1204370,https://embermechelen.be/,"Selected Restaurants",0,"Car park,Terrace","Zero waste and fire are embedded in the DNA of Ember. The enthusiasm and passion of the team can be felt as soon as you cross the threshold of this splendid 17C castle. Your meal may start with an appetiser, aptly served in the lovely cottage garden. Zino Jacobs whole-heartedly translates his culinary vision into unusual dishes in a set menu. His food is locally sourced, carefully crafted and steeped in fresh, acidic notes. Examples include cuttlefish, gnocchi of roast leeks and a jus based on codium (a type of seaweed) and shellfish. Fascinating!"
Esmeralda,"Jozef Nellenslaan 161, Knokke, 8300, Belgium","Knokke, Belgium","€€€","Classic Cuisine",3.2797893,51.3485924,+3250603366,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/esmeralda,https://www.restaurantesmeralda.be/,"Selected Restaurants",0,"Air conditioning,Terrace","This stylish restaurant, next - door to the casino, has been a blue - chip establishment since 1975. Its rich heritage is visible in the eminently classical and flavoursome menu, such as seafood and seabass in a salt crust, the house specialty."
"La table du Royal Snail","avenue de la Plante 23, Namur, 5000, Belgium","Namur, Belgium","€€€","Modern Cuisine",4.862017,50.4552381,+3281570023,https://guide.michelin.com/en/namur/namur/restaurant/la-table-du-royal-snail,http://theroyalsnail.com/restaurant-gastronomique-namur.php,"Selected Restaurants",0,Terrace,"This laid-back restaurant is appointed in the same trendy, glamorous vein as the Royal Snail Hotel in which it is housed. The welcoming, casual vibe provides the perfect foil to sample Carl Gillain’s bistronomic vision. The slate menu features a pageant of unconventional bistro dishes and sensibly priced wines. He might add depth to ravioli of turnip with a stock of roast onion and veal, imparting subtle umami, but then again, he may simply pair a juicy entrecote with a fresh, wonderfully light, silky bearnaise sauce. Most of the dishes are designed to be shared, although you may not always wish to do so…"
"Les Potes au Feu","avenue de la Plante 4, Namur, 5000, Belgium","Namur, Belgium","€€","Modern French",4.8621577,50.4562085,+3281640444,https://guide.michelin.com/en/namur/namur/restaurant/les-potes-au-feu,https://www.lespotesaufeu.be/,"Selected Restaurants",0,Terrace,"A couple of pals, Damien Gorjanec and François Schepens, have added a new spin to the bistronomic concept with creativity as their baseline, depicted by locally grown veggies, unorthodox combinations and throbbing sauces. For example, they might mix black and Morello cherries with a cocoa crumble and vanilla ice cream made with unpasteurised milk. A casual, fun vibe bordering on rock ‘n roll with masses of taste in the plate."
Barisdam,"Werkenstraat 82, Werken, 8610, Belgium","Werken, Belgium","€€€","French Contemporary",2.9683258,51.0292064,+3251433771,https://guide.michelin.com/en/vlaams-gewest/werken_1066356/restaurant/barisdam,https://www.barisdam.be/,"Selected Restaurants",0,"Air conditioning,Car park,Terrace","As chef Puype casts his culinary spell with top-drawer produce such as asparagus or loin of veal, you know you’re in for a magical bistronomic treat. Examples include a ceviche of rockfish with creamy goat’s cheese to offset the acidity and a crunchy medley of finely diced celery and carrots. Recognisable food crafted with flair thanks to gutsy sauces and intelligently balanced generous flavours. A word of advice: Pieter and Virginie’s friendly eatery is ideal for family get togethers."
Yirmi,"Trieux-Scieurs 22, Malonne, 5020, Belgium","Malonne, Belgium","€€€","Creative French",4.8075792,50.4377927,+32495757755,https://guide.michelin.com/en/namur/malonne_1064960/restaurant/yirmi,https://www.yirmirestaurant.com/,"Selected Restaurants",0,"Car park","A meal in this elegant villa starts with the solicitous welcome of Adrien, who will later be your host in the bespoke glazed wine cellar where you are invited to select your own bottle at fixed prices depending on your menu (watch out for bargains!). Jeremy Vandernoot has harnessed his creativity to devising a formula in which you are free to choose the number of courses. Our inspectors were particularly impressed by the chef’s apple brioche and croissant ice cream, served with butterscotch caramel and cider sabayon. The team’s enthusiasm can be tasted in each bite."
Aster,"Rue Antoine Dansaert 202, Brussels, 1000, Belgium","Brussels, Belgium","€€€",Creative,4.3417099,50.8528859,"",https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/aster-1206187,https://aster.brussels,"Selected Restaurants",0,"Counter dining","Veg, locally caught fish and fire are the raison d’être of this urban eatery at the end of Rue Dansaert. The menu sports a cornucopia of creative combinations and amusing textures that frequently astound. Examples include monkfish underscored by a fascinating butter and sake sauce, while fish liver, steamed in spinach leaf, further highlights the savoury notes and finely chopped lovage adds a powerful final flourish. Aster is well and truly in the zeitgeist thanks to wholehearted, big-boned flavours and perfectly judged nuances."
Pazzo,"Oude Leeuwenrui 12, Antwerpen, 2000, Belgium","Antwerpen, Belgium","€€€","Fusion, Italian Contemporary",4.4066191,51.226831,+3232328682,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/pazzo115309,https://pazzo.be/,"Selected Restaurants",0,"Air conditioning,Interesting wine list","Ingrid Neven’s jovial, casual eatery with a separate patio is well-known among foodies for its international score and superb wine list (wine bar above the restaurant). Ingrid avows a weakness for Italian recipes and truffles, without forgetting Asian and Middle Eastern notes. The extensive menu features dishes such as risotto al dente with black truffle, Korean-style gnocchi and seabass in mandarin and cardamon. A seasoned chef, Ingrid lures us back with her playful, unconventional approach to cooking."
"Cuisine & Nous","Avenue Joseph Wauters 2, Tilff, 4130, Belgium","Tilff, Belgium","€€","French Contemporary",5.5835107,50.5672316,+3243683683,https://guide.michelin.com/en/liege/tilff/restaurant/cuisine-nous,https://www.cuisineetnous.be/,"Selected Restaurants",0,"Air conditioning,Terrace","Cuisine & Nous is a no-nonsense eatery, known for its warm, welcoming vibe. Modern materials adorn the characterful walls of this Ardennes edifice. The enthusiastic chef enjoys reworking Gallic recipes, adding his own hallmark signature. Fancy a duck breast in a popcorn crust? His no-holds barred approach to cooking is underscored by his superlative culinary expertise. Exemplary value for money!"
"The Chick","Sint-Romboutskerkhof, 2, Mechelen, 2800, Belgium","Mechelen, Belgium","€€€","Modern Cuisine",4.4785995,51.0297054,+3215684750,https://guide.michelin.com/en/antwerpen/mechelen/restaurant/the-chick,https://tastem.be/,"Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Ancient murals and untreated or designer materials paint the picture in this authentic 16C edifice, idyllically located at the foot of Saint Rumbold’s Tower. A glamorous vibe provides the perfect foil for the creative, international set menu. You can expect unusual dishes such as a barbecued slice of watermelon with crumbly feta, pieces of herring, pistachios and crunchy rice noodles. An apparently classical façade hides a treasure trove of surprises. While you’re there, take the time to explore The (wine) Cellar boutique and The Chapel, ideal for events and special occasions."
Savage,"Rue de la Paix 22, Ixelles, 1050, Belgium","Ixelles, Belgium","€€","Organic, Vegetarian",4.3651215,50.835775,+3225134165,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/savage,https://www.savage.restaurant,"Selected Restaurants",0,"Counter dining,Restaurant offering vegetarian menus,Terrace","The trendy natural interior of Savage is perfectly at home in the fashionable Saint-Boniface neighbourhood. The plant-based cuisine is depicted by fascinating combinations of herbs and vegetables, whose varied impressions and textures never fail to surprise. You can choose meat (from the refrigerated meat counter) or fish to accompany your meal, also selected according to sustainable development criteria."
"An der Villa","15 rue de Hobscheid, Steinfort, 8422, Luxembourg","Steinfort, Luxembourg","€€€","Modern French",5.9150688,49.6617735,+35226305563,https://guide.michelin.com/en/luxembourg/steinfort/restaurant/an-der-villa,https://andervilla.lu/,"Selected Restaurants",0,"Garden or park,Terrace","Enthusiastic Thomas Murer has taken brasserie cuisine to dizzying new heights. His authentic soul-warming fare, sprinkled in subtle modern details has earned him a devoted crowd of regulars. Orange sorbet and vinaigrette spiked with passion fruit and saffron add a refreshing kick to smoked salmon. The reasonably priced lunchtime menu offers the perfect opportunity to pay a visit to this opulent, upmarket historic villa which tastefully marries old and new!"
"Osteria Cellini","Sint-Pieterstraat 46, Leut, 3630, Belgium","Leut, Belgium","€€",Italian,5.73615,50.99167,+3289246219,https://guide.michelin.com/en/be-limburg/leut/restaurant/osteria-cellini,https://www.osteriacellini.com/,"Selected Restaurants",0,"Air conditioning,Car park,Cash only,Terrace","Dining at this cosy osteria is an immersive experience. As soon as you enter this converted school, you are greeted by the sound of Italian songs playing in the background; you will notice the Mediterranean colour scheme, the terracotta and the decorative plants. And then there's the friendly welcome extended by the charismatic owner and maître d. The Italian specialities served here are mainly based on recipes from the Marche region and Sicily. Think al dente tagliolini, a slightly sweet tomato sauce with white wine, chopped lobster and flat-leaf parsley. And if you order the zabaglione, they bring the whole pot to your table. Mediterranean generosity at its best!"
Controverse,"Zandberg 6, Aalst, 9300, Belgium","Aalst, Belgium","€€€","Farm to table",4.0834289,50.932307,+3253560053,https://guide.michelin.com/en/oost-vlaanderen/aalst/restaurant/controverse,https://controverse.be/,"Selected Restaurants",0,"Car park,Terrace","Crisp clean lines set the scene of the modern brasserie of De Kluizen Golf Club (overlooking the greens), which is as well suited to a date night as to a business lunch. It rightly defines its cuisine as authentically characterful, with a classical repertory starring vitello tonnato, asparagus à la flamande and sabayon. The ingredients are outstanding, the cooking bang on and the sauces subtly suave. In season, you will also find game dishes like saddle of hare. The lunchtime menu never disappoints!"
"Au Moriane","En Neuvice 55, Liège, 4000, Belgium","Liège, Belgium","€€€",Creative,5.5775097,50.6446229,+3243589112,https://guide.michelin.com/en/liege/liege/restaurant/au-moriane,http://aumoriane.be,"Selected Restaurants",0,"","This 1693 edifice adds a contemporary touch to the historic character of En Neuvice lane by way of bare stone walls and modern comforts. The exquisitely presented food is the handiwork of a gifted chef who demonstrates his international eclecticism, delving freely into the establishment’s cottage garden for his fruit and veggies. The accent is on tradition first and foremost."
"Gastrobar Hop","Vaartkom 1a, Leuven, 3000, Belgium","Leuven, Belgium","€€","Modern Cuisine",4.7007668,50.8878715,+3216356153,https://guide.michelin.com/en/vlaams-brabant/leuven/restaurant/gastrobar-hop,https://www.hopgastrobar.com/,"Selected Restaurants",0,"Interesting wine list,Terrace","Hop is a gastrobar that celebrates wine and craft beer. The head-spinning choice is fortunately accompanied by the owner’s knowledgeable insights. Whether you choose an unusual natural wine or a craft beer, the chefs will always find a playful combination to enhance your dish. Eschewing luxury ingredients, they have honed in on the flavours of yesteryear and subtly textured variations. Gourmet dining in a delightfully casual setting that hits the spot every time!"
Antoine,"Stendrich 21, Eupen, 4700, Belgium","Eupen, Belgium","€€€","Modern Cuisine, French Contemporary",6.0225046,50.6266476,+32472822191,https://guide.michelin.com/en/liege/eupen/restaurant/antoine1164744,https://antoine-restaurant.be/de/,"Selected Restaurants",0,"Restaurant offering vegetarian menus","Lisa’s old family home has lost none of its welcoming allure. Today it is a magnificent restaurant, where Lisa offers excellent, mainly German, wine-food pairings. Chef Mirko concocts elegant dishes whose distinctive flavours are jazzed up with a bold individual touch, all of which founded on modern techniques. Examples include a subtly sweet carpaccio of strawberries paired with a bergamot sherbet and a yoghurt ice cream. Whether you plump for a meat, fish or vegetarian score, you can be certain to taste a festival of flavours."
"L'Atelier Windsor","2 rue de Rollingergrund, 2440, Luxembourg",Luxembourg,"€€","Classic Cuisine",6.1191372,49.6139052,+352281388,https://guide.michelin.com/en/luxembourg/luxembourg/restaurant/l-atelier-windsor,https://atelierwindsor.lu/,"Selected Restaurants",0,"Interesting wine list","Escoffier, Bocuse; the sources of inspiration immediately set the scene in this restaurant, which honours classical cuisine. The chef seduces the senses with excellent produce, precise preparations and pleasing accompaniments. The décor is equally attractive courtesy of large windows, antique tiling and contemporary furniture... superb!"
"Lily's","Avenue Emile de Mot 1, Brussels, 1000, Belgium","Brussels, Belgium","€€€",Contemporary,4.3724589,50.8172272,+3226476668,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/lily-s,https://www.lilys.be/,"Selected Restaurants",0,"Air conditioning,Terrace","Lily’s, which recreates the vibe of a Saint Tropez or Los Angeles club in Brussels with elegant, premium materials, a pretty green pergola in summer and dancing at the weekends, has become a hotspot of the Belgian capital. Indulge in a glass of wine or a signature cocktail as you cast your eye over the awesome menu. Familiar Belgian favourites, such as immaculately cooked veal chop with fresh béarnaise sauce, are prepared with the same flair and talent as a ceviche of seabass or truffle taglioni. Attracts A-listers like bees to honey for an unforgettable evening!"
Upton,"Napelsstraat 42, Antwerpen, 2000, Belgium","Antwerpen, Belgium","€€€","Italian, Modern Cuisine",4.410888,51.2335476,+3232925710,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/upton,https://upton.be/,"Selected Restaurants",0,"Air conditioning,Terrace","Upton is a hip eatery in a buzzy neighbourhood. Experienced chef, Gianfranco Van de Maele, invites you to sample his globe-trotting approach to food. Start with a cold glass of draught lager, before digging into his succulent fresh pasta, the recipes of which come from his “nonna”. Bisque-flavoured homemade spaghetti and super fresh seafood and shellfish – magnifico! A fascinating modern culinary melting pot that blends Italian authenticity with Asian influences gleaned from his travels."
"Un Max de Goût","quai de l'Ourthe 17, Comblain-au-Pont, 4170, Belgium","Comblain-au-Pont, Belgium","€€€","Modern Cuisine",5.5785763,50.4767771,+3243691708,https://guide.michelin.com/en/liege/comblain-au-pont/restaurant/un-max-de-gout,https://maxdegout.be/en,"Selected Restaurants",0,Terrace,"The charm of the Ourthe running by the side of the restaurant enhances the contemporary elegance inside. The creative, subtle cuisine of talented Maxime Zimmer underscores flavoursome local specialties. His youthful take on text-book classics stimulates our tastebuds. A restaurant with ambitions!"
"Le Bouton d'Or","chaussée de Bruxelles 135, Casteau, 7061, Belgium","Casteau, Belgium","€€","Farm to table, Seasonal Cuisine",4.0126838,50.5157846,+3265723627,https://guide.michelin.com/en/hainaut/casteau/restaurant/le-bouton-d-or,https://www.leboutondor.be/,"Selected Restaurants",0,"Car park,Terrace","The soul of this friendly restaurant bears the hallmark of a love of nature. The veggies come from a neighbouring farmer and the chef hunts the game himself. Generous, unfussy cooking at its best. Partridge is one of the chef’s iconic specialties. The lady of the house can be trusted to suggest flawless wine-food pairings."
Ambacht,"Lichtaartsebaan 48, Kasterlee, 2460, Belgium","Kasterlee, Belgium","€€€","French Contemporary, Farm to table",4.9499552,51.2360679,+3214894482,https://guide.michelin.com/en/antwerpen/kasterlee/restaurant/ambacht,https://www.ambachtfood.be/,"Selected Restaurants",0,"Car park,Terrace","This restaurant in a stately villa a stone's throw from the Hoge Mouw estate is run with great dedication by a brother-and-sister team. Maître d' Ellen provides attentive service; chef Tim spoils diners with no-nonsense French cuisine. Generously prepared with market-fresh produce, it is served in the form of a single set menu that showcases select ingredients in exciting combinations. His gutsy sauces and impeccable cooking are testament to his consummate culinary talent. Take, for example, the langoustine in a shellfish stock infused with lemongrass, or the rich juniper gravy accompanying the butter-soft fillet of venison."
Deboeveries,"Lijnstraat 2, Deurle, 9831, Belgium","Deurle, Belgium","€€€","Seasonal Cuisine, Classic Cuisine",3.6079435,50.9975975,+3292823391,https://guide.michelin.com/en/oost-vlaanderen/deurle/restaurant/deboeveries,https://www.deboeveries.be/,"Selected Restaurants",0,"Car park,Terrace","The regulars to this characterful farmstead (awesome terrace!) know that on Fridays, sole, the house specialty, takes pride of place on chef Bert Deboeverie’s menu. The food is steeped in with flavour and rich in clever contemporary combinations. Choice of menus - the all-inclusive formula is highly recommended. Fine selection of mainly French tipples."
Zicht,"Guilleminlaan 151, Geraardsbergen, 9500, Belgium","Geraardsbergen, Belgium","€€","Modern Cuisine",3.8876686,50.7662101,+3254250752,https://guide.michelin.com/en/oost-vlaanderen/geraardsbergen/restaurant/zicht,https://restaurantzicht.be,"Selected Restaurants",0,"Car park,Great view","You can enjoy the knockout view over the Flemish Ardennes as much as you like thanks to Zicht’s immense window walls. The experience is even better on the terrace. A veteran couple pampers you from the start to finish of your meal. Efficient and gracious, Hélène supervises the dining room, while Kwinten concocts subtle Franco-Belgian dishes that reveal his talent and craftsmanship."
September.,"Minderbroedersrui 7, Antwerpen, 2000, Belgium","Antwerpen, Belgium","€€€","Farm to table, Vegetarian",4.4035098,51.223423,+32474523654,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/september,https://septemberlokaal.be/,"Selected Restaurants",0,"Restaurant offering vegetarian menus,Terrace","You only have to venture across the threshold of September to appreciate the easy-going atmosphere. A stripped-back, minimalist vibe depicts the spacious interior, dotted with plants. It’s as if nature has merged with inner city Antwerp. Every detail of this establishment has been puzzled over and preened from the respect of the produce and attention to the seasons down to the ‘farm to fork’ concept. Veggies are the stars of the show, sometimes served with meat or fish. Ann Van der Auwera’s inventive and expressive cuisine is rich in character and occasionally sprinkled with the odd Italian accent. Rich in summertime flavours all year round."
CRKL,"Diksmuidsesteenweg 351a, Roeselare, 8800, Belgium","Roeselare, Belgium","€€","Modern Cuisine, Creative",3.09837,50.95146,+3251510852,https://guide.michelin.com/en/west-vlaanderen/roeselare/restaurant/crkl,https://www.crkl.eu/,"Selected Restaurants",0,"Car park,Terrace","Squares and circles set the scene both for the tableware and CRKL’s romantic interior, decked in white and pink, as in the food. The menu’s goal is clear – add a modern twist to seasonal produce. Subtle interactions between the ingredients, international expertise and sauces that create finely balanced flavours."
Klei,"Grote Markt 11, Ieper, 8900, Belgium","Ieper, Belgium","€€","Modern Cuisine, Seasonal Cuisine",2.8876845,50.8513163,+3257364001,https://guide.michelin.com/en/west-vlaanderen/ieper/restaurant/klei,http://www.klei-ieper.be/,"Selected Restaurants",0,"","Inconspicuously located on the historic Grand Place, this cosy restaurant has a somewhat mysterious feel to it. At the helm, an experienced duo showcase their talents. Sommelier Carl Couvreur bowls diners over with his astute recommendations, while chef Jonathan Devogel delivers haute cuisine in which intricate sauces and influences from around the globe bring the flavours to life. Though his creations can be elaborate, they are ultimately defined by their boldness. Think marinated weever as the main ingredient in an aromatic dish with fig and celery in various guises. The short menu never fails to intrigue!"
